Total Pop,Males < 5,Males 5-9,Males 10-14,Males 15-17,Females < 5,Females 5-9,Females 10-14,Females 15-17,# Foreign Born,Overseas Move Past Year,Total Fam HH,1-person Fam HH,2-person Fam HH,3-person Fam HH,4-person Fam HH,5-person Fam HH,6-person Fam HH,7+-person Fam HH,Total non-Fam HH,1-person non-Fam HH,2-person non-Fam HH,3-person non-Fam HH,4-person non-Fam HH,5-person non-Fam HH,6-person non-Fam HH,7+-person non-Fam HH,Total Female Population,Women 15-50 Who've Given Birth,Total Male Public School,Male Public Age 3-4,Male Public Age 5-9,Male Public Age 10-14,Male Public Age 15-17,Total Male Private School,Male Private Age 3-4,Male Private Age 5-9,Male Private Age 10-14,Male Private Age 15-17,Total Male Not Enrolled,Male Not Enrolled Age 3-4,Male Not Enrolled Age 5-9,Male Not Enrolled Age 10-14,Male Not Enrolled Age 15-17,Total Female Public School,Female Public Age 3-4,Female Public Age 5-9,Female Public Age 10-14,Female Public Age 15-17,Total Female Private School,Female Private Age 3-4,Female Private Age 5-9,Female Private Age 10-14,Female Private Age 15-17,Total Female Not Enrolled,Female Not Enrolled Age 3-4,Female Not Enrolled Age 5-9,Female Not Enrolled Age 10-14,Female Not Enrolled Age 15-17,Total Below Poverty Level Ages 3+,Below Poverty Level Enrolled in School Ages 3+,Below Poverty Level Not Enrolled Ages 3+,NAME,county,state
1202.0,23.0,57.0,34.0,32.0,4.0,22.0,26.0,37.0,40.0,17.0,377.0,262.0,114.0,61.0,28.0,38.0,8.0,13.0,115.0,105.0,8.0,0.0,0.0,0.0,2.0,0.0,270.0,5.0,138.0,3.0,52.0,28.0,28.0,35.0,9.0,5.0,6.0,4.0,483.0,2.0,0.0,0.0,0.0,128.0,4.0,19.0,26.0,33.0,10.0,0.0,0.0,0.0,4.0,399.0,0.0,3.0,0.0,0.0,179.0,52.0,127.0,"Alpine County, California",003,06
37159.0,514.0,859.0,869.0,764.0,770.0,904.0,798.0,501.0,2300.0,44.0,13939.0,9131.0,5321.0,1742.0,1202.0,636.0,117.0,113.0,4808.0,3998.0,713.0,85.0,12.0,0.0,0.0,0.0,5784.0,104.0,3443.0,54.0,836.0,822.0,657.0,354.0,11.0,11.0,3.0,30.0,15818.0,98.0,12.0,44.0,77.0,2733.0,75.0,809.0,751.0,470.0,595.0,83.0,95.0,40.0,31.0,13470.0,217.0,0.0,7.0,0.0,4038.0,1136.0,2902.0,"Amador County, California",005,06
221578.0,6263.0,6383.0,6483.0,4178.0,5915.0,6117.0,6244.0,3947.0,16769.0,770.0,85215.0,51044.0,24432.0,11359.0,9132.0,3864.0,1293.0,964.0,34171.0,24991.0,6723.0,1431.0,762.0,232.0,4.0,28.0,52595.0,2885.0,29046.0,814.0,5545.0,5926.0,3846.0,2513.0,437.0,566.0,438.0,220.0,74642.0,1468.0,272.0,119.0,112.0,29907.0,802.0,5409.0,5860.0,3575.0,2447.0,300.0,410.0,306.0,292.0,76164.0,1498.0,298.0,78.0,80.0,44809.0,19931.0,24878.0,"Butte County, California",007,06
44921.0,791.0,1359.0,1145.0,994.0,1056.0,979.0,1244.0,830.0,2077.0,96.0,18608.0,12609.0,7404.0,2364.0,1683.0,882.0,157.0,119.0,5999.0,4853.0,947.0,111.0,88.0,0.0,0.0,0.0,8190.0,227.0,3808.0,75.0,1124.0,1058.0,877.0,541.0,23.0,191.0,68.0,59.0,17389.0,174.0,44.0,19.0,58.0,3575.0,118.0,811.0,1145.0,674.0,548.0,21.0,89.0,80.0,69.0,17912.0,288.0,79.0,19.0,87.0,5251.0,1114.0,4137.0,"Calaveras County, California",009,06
21424.0,923.0,909.0,874.0,566.0,808.0,865.0,719.0,505.0,5153.0,201.0,6912.0,5147.0,2034.0,1074.0,930.0,590.0,343.0,176.0,1765.0,1469.0,260.0,17.0,19.0,0.0,0.0,0.0,4817.0,246.0,2711.0,95.0,809.0,835.0,560.0,198.0,70.0,68.0,30.0,6.0,7713.0,224.0,32.0,9.0,0.0,2671.0,140.0,822.0,697.0,445.0,274.0,28.0,18.0,10.0,37.0,6823.0,140.0,25.0,12.0,23.0,2748.0,1161.0,1587.0,"Colusa County, California",011,06
1081232.0,33245.0,37636.0,38074.0,23901.0,32303.0,36898.0,35729.0,22409.0,254948.0,8637.0,380183.0,269678.0,100504.0,63825.0,60183.0,27812.0,10614.0,6740.0,110505.0,87948.0,18363.0,2618.0,1092.0,258.0,19.0,207.0,262283.0,12955.0,121972.0,3659.0,31716.0,33664.0,21582.0,22686.0,4637.0,4727.0,4078.0,2012.0,363806.0,6239.0,1193.0,332.0,307.0,121990.0,3654.0,30863.0,31860.0,19763.0,26116.0,4578.0,4899.0,3508.0,2321.0,387250.0,5369.0,1136.0,361.0,325.0,108757.0,40594.0,68163.0,"Contra Costa County, California",013,06
28066.0,984.0,903.0,726.0,654.0,803.0,692.0,812.0,410.0,1684.0,54.0,9527.0,5852.0,2600.0,1462.0,788.0,705.0,170.0,127.0,3675.0,3165.0,416.0,69.0,25.0,0.0,0.0,0.0,5193.0,508.0,2915.0,83.0,807.0,628.0,584.0,460.0,88.0,79.0,89.0,53.0,11601.0,226.0,17.0,9.0,17.0,2646.0,154.0,531.0,721.0,339.0,453.0,37.0,112.0,91.0,64.0,8944.0,152.0,49.0,0.0,7.0,4964.0,1691.0,3273.0,"Del Norte County, California",015,06
181465.0,4397.0,5490.0,6328.0,3995.0,4237.0,5710.0,5408.0,3890.0,16706.0,724.0,67220.0,47617.0,23126.0,9921.0,8801.0,3832.0,1109.0,828.0,19603.0,15495.0,3461.0,469.0,101.0,63.0,14.0,0.0,38193.0,1870.0,20345.0,446.0,4954.0,5759.0,3767.0,2396.0,500.0,470.0,519.0,178.0,65409.0,857.0,66.0,50.0,50.0,19138.0,486.0,4812.0,4951.0,3531.0,2750.0,563.0,676.0,385.0,320.0,66585.0,940.0,222.0,72.0,39.0,17921.0,5089.0,12832.0,"El Dorado County, California",017,06
948844.0,40543.0,39365.0,38405.0,23472.0,39070.0,38987.0,35396.0,22589.0,206325.0,4413.0,292550.0,214330.0,67291.0,46890.0,44855.0,28933.0,14122.0,12239.0,78220.0,61659.0,12784.0,2205.0,1044.0,262.0,144.0,122.0,235078.0,14099.0,134171.0,5612.0,36300.0,36321.0,21458.0,10681.0,1616.0,1703.0,1387.0,1062.0,306053.0,10793.0,1362.0,697.0,952.0,133786.0,4403.0,36138.0,33570.0,21565.0,11261.0,1266.0,1601.0,1400.0,645.0,307409.0,10440.0,1248.0,426.0,379.0,234878.0,98192.0,136686.0,"Fresno County, California",019,06
28019.0,1078.0,988.0,1271.0,675.0,950.0,909.0,1112.0,672.0,4772.0,44.0,9561.0,6600.0,2664.0,1238.0,1418.0,752.0,432.0,96.0,2961.0,2468.0,466.0,20.0,7.0,0.0,0.0,0.0,6225.0,426.0,3272.0,119.0,738.0,1062.0,578.0,468.0,26.0,190.0,190.0,58.0,9743.0,212.0,60.0,19.0,39.0,3655.0,159.0,760.0,961.0,641.0,433.0,65.0,132.0,151.0,25.0,9308.0,307.0,17.0,0.0,6.0,5251.0,2214.0,3037.0,"Glenn County, California",021,06
134876.0,3805.0,3922.0,3488.0,2308.0,3612.0,3678.0,3462.0,2249.0,7810.0,209.0,53130.0,30273.0,15125.0,6978.0,4919.0,2331.0,514.0,406.0,22857.0,17203.0,4508.0,762.0,286.0,47.0,27.0,24.0,32416.0,1516.0,16341.0,713.0,3561.0,3142.0,2088.0,1459.0,181.0,298.0,310.0,179.0,47721.0,899.0,63.0,36.0,41.0,16877.0,404.0,3237.0,3205.0,2051.0,1539.0,260.0,328.0,182.0,95.0,46841.0,862.0,113.0,75.0,103.0,26176.0,10280.0,15896.0,"Humboldt County, California",023,06
177026.0,7356.0,7171.0,7062.0,4586.0,6992.0,7312.0,6349.0,4165.0,57805.0,1474.0,46952.0,36679.0,10112.0,9012.0,7919.0,5296.0,2521.0,1819.0,10273.0,8784.0,1162.0,174.0,98.0,49.0,0.0,6.0,41504.0,3176.0,25396.0,1081.0,6620.0,6974.0,4334.0,1455.0,397.0,222.0,26.0,171.0,59533.0,1526.0,329.0,62.0,81.0,25703.0,1158.0,6774.0,6165.0,4094.0,1469.0,240.0,271.0,170.0,53.0,55119.0,1595.0,267.0,14.0,18.0,36155.0,14728.0,21427.0,"Imperial County, California",025,06
18439.0,546.0,551.0,508.0,377.0,557.0,418.0,565.0,357.0,1906.0,41.0,7891.0,4349.0,2359.0,836.0,685.0,361.0,58.0,50.0,3542.0,3134.0,353.0,22.0,12.0,7.0,0.0,14.0,3608.0,155.0,1744.0,60.0,503.0,476.0,357.0,184.0,55.0,45.0,30.0,20.0,7025.0,116.0,3.0,2.0,0.0,1750.0,142.0,343.0,524.0,354.0,182.0,32.0,50.0,39.0,0.0,6987.0,131.0,25.0,2.0,3.0,2281.0,595.0,1686.0,"Inyo County, California",027,06
857730.0,37012.0,36400.0,34779.0,21651.0,36008.0,35606.0,33240.0,20599.0,175262.0,3799.0,257737.0,194671.0,62173.0,40515.0,41706.0,27322.0,13853.0,9102.0,63066.0,50240.0,10196.0,1746.0,611.0,186.0,87.0,0.0,206036.0,14204.0,116363.0,4069.0,33049.0,32929.0,20025.0,10141.0,1290.0,1801.0,1496.0,1051.0,292057.0,9502.0,1550.0,354.0,575.0,114633.0,4082.0,32377.0,31283.0,19448.0,11940.0,1288.0,1698.0,1549.0,766.0,269701.0,9894.0,1531.0,408.0,385.0,177520.0,72967.0,104553.0,"Kern County, California",029,06
151390.0,6120.0,6362.0,5236.0,3354.0,6276.0,5698.0,5572.0,3251.0,29641.0,992.0,41108.0,31998.0,10110.0,7182.0,6445.0,4142.0,2625.0,1494.0,9110.0,7165.0,1411.0,256.0,166.0,30.0,35.0,47.0,33512.0,2276.0,20281.0,772.0,5889.0,5017.0,3116.0,2170.0,221.0,256.0,157.0,93.0,58130.0,1475.0,217.0,62.0,145.0,19182.0,819.0,5117.0,5287.0,3059.0,1646.0,119.0,261.0,185.0,98.0,42687.0,1696.0,320.0,100.0,94.0,27747.0,11812.0,15935.0,"Kings County, California",031,06
64209.0,1870.0,1955.0,1771.0,1316.0,1727.0,1666.0,1810.0,1094.0,5886.0,249.0,26771.0,16240.0,8232.0,3596.0,2493.0,1065.0,445.0,409.0,10531.0,8145.0,2050.0,260.0,27.0,41.0,8.0,0.0,12747.0,893.0,6111.0,350.0,1747.0,1677.0,1093.0,601.0,119.0,113.0,79.0,129.0,24728.0,542.0,95.0,15.0,94.0,6223.0,263.0,1506.0,1604.0,1065.0,732.0,131.0,114.0,180.0,22.0,24016.0,394.0,46.0,26.0,7.0,14762.0,4349.0,10413.0,"Lake County, California",033,06
33356.0,641.0,625.0,809.0,519.0,641.0,521.0,775.0,481.0,2292.0,90.0,9821.0,6296.0,3223.0,1206.0,1222.0,353.0,159.0,133.0,3525.0,2731.0,603.0,130.0,21.0,37.0,0.0,3.0,4750.0,306.0,3251.0,131.0,562.0,685.0,451.0,937.0,10.0,55.0,88.0,43.0,17808.0,139.0,8.0,36.0,25.0,2268.0,75.0,482.0,692.0,450.0,266.0,60.0,27.0,60.0,30.0,8134.0,175.0,12.0,23.0,1.0,3687.0,1290.0,2397.0,"Lassen County, California",035,06
